feed_rate,grinder_type,duty_cycle,unit_cost,score
422.54184,2.0,0.36537743,59.11243,0.01649653
493.18997,0.0,1.0,62.33468,0.015067897
184.52309,0.0,1.0,140.6702,-3.5401925e-05
395.33856,0.0,1.0,109.048355,0.003315377
408.77145,1.0,1.0,139.59175,-4.815522e-05
254.56815,0.0,1.0,140.19818,-7.09863e-05
377.41806,1.0,1.0,141.39328,-6.641835e-05
165.38013,1.0,1.0,142.60368,-3.4010307e-05
142.32098,0.0,1.0,142.59036,-3.4644665e-05
347.42722,2.0,0.4971927,57.774494,0.016947096
227.33458,1.0,1.0,140.56866,-3.478724e-05
199.76929,1.0,1.0,142.24458,-3.409617e-05
484.04666,1.0,1.0,132.43784,0.0007182774
442.41132,0.0,1.0,73.55948,0.010737143
141.3068,1.0,1.0,142.95909,-3.392576e-05
386.4134,1.0,1.0,139.83864,-6.480575e-05
283.5708,1.0,1.0,140.25024,-3.48658e-05
99.89443,2.0,0.79250205,143.28204,-5.5367178e-05
385.74933,2.0,0.37993205,59.16097,0.016482994
173.21362,2.0,0.5829627,59.882854,0.0131431585
318.4464,2.0,0.2518287,59.191204,0.016474577
427.01944,2.0,0.53640336,57.672592,0.013715526
158.60086,2.0,0.22002806,58.372982,0.016773341
85.96267,1.0,1.0,143.20912,-3.414584e-05
90.14563,1.0,1.0,144.34473,-3.360009e-05
194.5353,1.0,1.0,142.29105,-3.4085035e-05
447.11823,1.0,1.0,139.38834,9.215426e-05
411.78568,2.0,0.5560418,57.693264,0.013710611
272.2325,2.0,0.56702757,59.45503,0.013237734
136.19312,0.0,1.0,142.68362,-3.462202e-05
50.6082,1.0,1.0,146.17535,-3.3452943e-05
423.702,2.0,0.96522653,141.88974,-2.0790772e-05
206.32231,2.0,0.31207964,58.132156,0.016842829
197.25317,0.0,1.0,142.01314,-3.478548e-05
137.65933,1.0,1.0,143.02377,-3.3910415e-05
445.84518,0.0,1.0,71.98594,0.011235353
321.55878,1.0,1.0,140.09772,-7.055229e-05
251.93945,2.0,0.26447454,57.899994,0.016910363
184.59697,2.0,0.42612278,58.3213,0.016788205
316.6105,2.0,0.9943976,140.5444,-2.1274396e-05
61.992634,0.0,1.0,145.27623,-3.4004155e-05
318.22507,2.0,0.63779646,139.98445,-3.0056874e-05
456.23566,1.0,1.0,138.40237,0.00017653423
380.10294,2.0,0.23732516,59.11042,0.016497092
398.24454,1.0,1.0,141.24072,-5.763616e-05
220.98695,2.0,0.22026178,58.02905,0.016872754
464.89017,0.0,1.0,67.07773,0.013157042
411.44577,2.0,0.19701895,59.035236,0.016518101
331.31958,1.0,1.0,140.0636,-7.051139e-05
467.6597,1.0,1.0,136.58774,0.0003358869
404.64862,0.0,1.0,100.71425,0.004588546
304.8102,0.0,1.0,141.25438,-5.0663544e-05
292.18103,0.0,1.0,141.44298,-6.309775e-05
117.13425,2.0,0.19029097,60.235077,0.016189072
325.7298,1.0,1.0,141.57603,-6.951414e-05
165.3071,2.0,0.11094612,58.30726,0.016792247
79.61849,2.0,0.2287527,59.729954,0.016392278
311.61362,0.0,1.0,139.58981,-3.820471e-05
462.66986,0.0,1.0,67.653694,0.0129430005
151.32489,1.0,1.0,142.79745,-3.396416e-05
478.7131,1.0,1.0,134.02165,0.00056940195
374.131,2.0,0.20589703,57.583233,0.017003385
396.2894,0.0,1.0,108.20827,0.00343482
233.73004,1.0,1.0,141.99364,-3.415643e-05
74.013435,1.0,1.0,145.17891,-3.3407025e-05
237.6511,0.0,1.0,140.28825,-7.111204e-05
218.04391,2.0,0.43338287,59.56028,0.016372487
126.74893,1.0,1.0,141.8428,-3.4474753e-05
402.3147,2.0,0.50411147,59.202614,0.013294174
117.859505,2.0,0.67396444,142.86371,-5.0296658e-05
348.10547,1.0,1.0,140.007,-7.0243485e-05
291.313,1.0,1.0,140.21603,-3.4873894e-05
295.29376,2.0,0.26745045,59.25289,0.016457424
89.777405,2.0,0.84428465,143.62148,-2.0539841e-05
220.87279,1.0,1.0,140.61562,-3.477562e-05
365.97525,1.0,1.0,139.94293,-6.917284e-05
399.79092,0.0,1.0,105.08175,0.0038961368
446.53537,2.0,0.8519545,140.29643,-2.1309712e-05
70.22734,0.0,1.0,143.44852,-3.4716257e-05
206.97823,1.0,1.0,142.18443,-3.411059e-05
416.7015,0.0,1.0,90.29898,0.0065100705
417.57156,1.0,1.0,140.9134,-3.343393e-05
256.03867,0.0,1.0,141.66708,-6.993525e-05
497.10114,0.0,1.0,60.43229,0.015681524
407.58334,0.0,1.0,99.601295,0.0049372828
462.13303,2.0,0.6542061,140.09401,-5.0071703e-05
312.41245,0.0,1.0,139.56421,-3.6216996e-05
309.5003,0.0,1.0,139.65202,-4.2977976e-05
439.1872,0.0,1.0,75.17253,0.01024801
312.3478,1.0,1.0,140.13144,-3.488704e-05
293.31726,1.0,1.0,141.69376,-3.422749e-05
147.05115,0.0,1.0,142.5237,-3.466087e-05
489.82776,0.0,1.0,61.193596,0.015337791
346.57944,0.0,1.0,137.66695,0.0002517781
318.89453,2.0,0.6731729,141.76375,-4.8189333e-05
105.59604,0.0,1.0,143.31126,-3.447039e-05
100.269714,1.0,1.0,143.95831,-3.3690278e-05
358.65854,0.0,1.0,134.2594,0.0005613881
491.7609,2.0,0.7189712,140.16393,-5.5893568e-05
279.6848,0.0,1.0,141.54399,-6.781111e-05
411.91968,2.0,0.8753548,140.33931,-2.1304219e-05
495.5202,0.0,1.0,60.583782,0.015612464
483.78488,0.0,1.0,61.96811,0.014996465
233.85313,1.0,1.0,141.99289,-3.415661e-05
97.04086,1.0,1.0,144.0728,-3.3663506e-05
385.7316,2.0,0.4224078,59.18085,0.016477458
157.53809,0.0,1.0,142.39015,-3.4693378e-05
356.2378,1.0,1.0,139.97908,-6.9915535e-05
371.78262,0.0,1.0,128.17964,0.0011567664
68.7879,0.0,1.0,143.5424,-3.4693552e-05
282.4133,0.0,1.0,140.0422,-6.813108e-05
483.02863,1.0,1.0,132.75903,0.0006877881
104.966934,0.0,1.0,143.32799,-3.4466368e-05
64.308235,1.0,1.0,145.88239,-3.324593e-05
281.82465,2.0,0.41312012,59.3817,0.016421724
346.20532,1.0,1.0,140.01341,-7.0295835e-05
497.25995,2.0,0.1514165,58.924034,0.016549274
407.5025,1.0,1.0,139.61292,-4.9726226e-05
216.77165,2.0,0.4707337,59.58639,0.016365312
333.87082,0.0,1.0,139.66626,7.8494326e-05
196.66902,1.0,1.0,140.819,-3.47254e-05
433.2847,1.0,1.0,138.82982,1.3009729e-05
137.12032,1.0,1.0,143.03363,-3.3908076e-05
328.30038,2.0,0.87004054,141.97775,-2.0776894e-05
86.07274,1.0,1.0,144.52583,-3.3557983e-05
437.397,1.0,1.0,138.6018,3.206937e-05
199.666,1.0,1.0,140.79115,-3.4732268e-05
185.4557,0.0,1.0,142.10828,-3.4762194e-05
65.68417,1.0,1.0,144.51999,-3.383612e-05
57.386402,2.0,0.13426769,60.76189,0.016113883
244.8439,1.0,1.0,140.45384,-3.481568e-05
72.459076,1.0,1.0,144.00041,-3.3958207e-05
356.54938,2.0,0.89007694,141.9178,-2.0785672e-05
442.1337,0.0,1.0,73.693115,0.010695809
320.84958,0.0,1.0,139.20618,-7.500302e-06
183.46658,2.0,0.69863325,140.96101,-5.6310648e-05
463.00443,1.0,1.0,135.90594,0.00026642825
300.10052,1.0,1.0,140.1793,-3.4881366e-05
391.94763,2.0,0.788218,140.32574,-5.6857443e-05
424.17197,1.0,1.0,139.21172,-1.8352259e-05
145.43234,2.0,0.67002606,142.67274,-5.4848377e-05
183.13101,1.0,1.0,142.40149,-3.40586e-05
460.1291,1.0,1.0,137.86555,0.00022315764
422.20905,1.0,1.0,140.78296,-2.3171799e-05
332.2145,1.0,1.0,140.06053,-7.050536e-05
65.17076,0.0,1.0,145.04416,-3.4058558e-05
55.015045,2.0,0.10527638,60.93295,0.016068645
197.00957,1.0,1.0,140.8158,-3.472619e-05
203.39911,2.0,0.99852467,140.99023,-2.1207123e-05
424.38788,1.0,1.0,139.20433,-1.7754444e-05
231.4896,2.0,0.13071701,59.38433,0.016421
278.9463,2.0,0.17351106,57.759865,0.016951388
73.05602,0.0,1.0,144.55559,-3.4173674e-05
94.96914,2.0,0.30100718,60.69439,0.01606656
265.80252,2.0,0.41457516,57.93827,0.01689919
136.97064,2.0,0.40405893,60.089012,0.016228424
141.8388,2.0,0.7809036,141.38332,-2.1146145e-05
142.5628,0.0,1.0,142.58685,-3.4645516e-05
71.94389,2.0,0.9635403,142.9461,-2.0916956e-05
90.53471,1.0,1.0,144.3283,-3.3603912e-05
194.54617,2.0,0.7345939,142.31386,-5.5402226e-05
72.08661,2.0,0.38505873,61.426403,0.015875096
416.59705,0.0,1.0,91.89067,0.0063605206
442.21454,2.0,0.8763035,141.83018,-2.0798758e-05
436.19968,2.0,0.5944741,57.673508,0.013715307
440.94418,1.0,1.0,139.87987,5.0798044e-05
270.58307,1.0,1.0,140.31204,-3.4850862e-05
210.16301,2.0,0.31075856,59.560368,0.016372463
70.03337,2.0,0.59890157,61.636284,0.01276926
127.54229,2.0,0.17224061,60.12763,0.016218003
264.68042,1.0,1.0,140.34212,-3.4843397e-05
161.0589,0.0,1.0,142.34921,-3.4703357e-05
146.0407,0.0,1.0,141.12003,-3.5289075e-05
262.5915,1.0,1.0,140.35307,-3.4840672e-05
86.44871,1.0,1.0,143.18524,-3.4151533e-05
431.18826,0.0,1.0,81.28258,0.008759505
339.5891,2.0,0.899947,141.94269,-2.0782025e-05
232.55576,2.0,0.6101943,141.51117,-1.6033517e-05
167.59923,0.0,1.0,140.84259,-3.535859e-05
169.41176,0.0,1.0,142.25891,-3.4725384e-05
68.634735,0.0,1.0,143.55261,-3.4691082e-05
187.09836,2.0,0.33488464,58.252567,0.016808014
349.07455,1.0,1.0,141.50093,-6.919006e-05
176.8307,2.0,0.2115608,59.674557,0.016341135
93.18173,0.0,1.0,142.3436,-3.4985736e-05
161.0902,0.0,1.0,140.91853,-3.5339533e-05
204.48396,1.0,1.0,142.20476,-3.4105717e-05
75.996506,2.0,0.9600279,142.73206,-2.0948324e-05
396.4054,0.0,1.0,108.1054,0.0034495727
357.34973,0.0,1.0,134.7194,0.0005186006
472.8028,0.0,1.0,65.31512,0.013835288
414.9026,0.0,1.0,93.2878,0.006085191
275.55426,1.0,1.0,141.76962,-3.42104e-05
364.90372,1.0,1.0,139.94714,-6.9281115e-05
374.12708,0.0,1.0,126.79384,0.0013006204
358.74884,0.0,1.0,132.72804,0.00057310425
306.43787,0.0,1.0,141.21881,-4.807935e-05
448.47943,0.0,1.0,70.874886,0.011600407
86.21347,2.0,0.8929037,142.45265,-2.0989411e-05
73.12785,2.0,0.8632055,144.11324,-2.0469752e-05
424.58392,1.0,1.0,139.19754,-1.7205619e-05
97.96272,2.0,0.31016585,59.26646,0.016520472
211.38304,1.0,1.0,142.1497,-3.4118926e-05
144.45444,2.0,0.8842231,141.39107,-2.1147005e-05
202.51633,2.0,0.52443326,59.723083,0.01317832
399.96082,2.0,0.37584302,59.11851,0.016494833
60.56153,1.0,1.0,146.21426,-3.3170465e-05
89.71457,0.0,1.0,142.47424,-3.4953657e-05
295.8667,1.0,1.0,140.19672,-3.4877867e-05
184.75568,2.0,0.43802544,58.32551,0.016786994
195.61273,2.0,0.14220509,58.08602,0.016856207
327.58658,1.0,1.0,140.07648,-7.053268e-05
362.32895,2.0,0.30199334,59.164368,0.016482048
307.0782,1.0,1.0,140.1516,-3.4885765e-05
400.33377,2.0,0.15038535,59.041466,0.016516358
346.9908,0.0,1.0,136.08191,0.0002634834
220.90071,2.0,0.40322062,59.583073,0.016366223
244.99725,1.0,1.0,141.92577,-3.4172765e-05
127.424965,2.0,0.866791,142.97295,-2.063301e-05
113.02588,1.0,1.0,142.19244,-3.4389985e-05
172.68736,2.0,0.63884556,142.25137,-4.4820936e-05
57.558746,1.0,1.0,146.51147,-3.310318e-05
227.22375,1.0,1.0,140.56943,-3.478705e-05
340.91595,1.0,1.0,141.52698,-6.937894e-05
139.09442,1.0,1.0,141.58722,-3.4536984e-05
429.27084,1.0,1.0,140.52472,-2.4165283e-06
366.2708,1.0,1.0,139.94174,-6.914141e-05
400.01575,1.0,1.0,139.71645,-5.71354e-05
378.42133,2.0,0.5291248,59.218246,0.013290665
392.75272,0.0,1.0,111.30439,0.003003553
431.45428,1.0,1.0,140.42728,5.521234e-06
467.30026,0.0,1.0,64.98331,0.013743616
104.5889,2.0,0.2802671,59.184242,0.016543424
416.20218,2.0,0.2555796,57.54376,0.01701505
457.16895,1.0,1.0,136.7699,0.00018990063
107.402855,1.0,1.0,142.36151,-3.434914e-05
226.39653,2.0,0.99958974,142.32956,-2.0726526e-05
307.362,1.0,1.0,141.63992,-3.423642e-05
309.48843,2.0,0.9882901,142.06784,-2.076471e-05
113.2502,0.0,1.0,141.74454,-3.51336e-05
470.6857,2.0,0.5435023,57.62155,0.013727674
370.32816,0.0,1.0,127.492165,0.0010908378
171.07484,2.0,0.5477513,58.451916,0.01353266
310.80728,2.0,0.7561139,141.95071,-5.5803674e-05
378.8544,0.0,1.0,122.21874,0.0016579606
163.74928,0.0,1.0,142.31912,-3.4710694e-05
466.79947,2.0,0.4937136,59.11981,0.016494468
397.85742,1.0,1.0,141.24483,-5.7910493e-05
343.4518,0.0,1.0,136.78674,0.00020062059
433.90424,2.0,0.8088915,141.78546,-5.6025125e-05
56.015633,2.0,0.3286911,60.9608,0.016061304
86.72947,2.0,0.21359873,60.90334,0.016011437
476.0845,1.0,1.0,133.20284,0.0005131582
471.89526,1.0,1.0,134.19807,0.00042105472
50.30884,2.0,0.7441633,144.19391,-2.0734466e-05
119.34003,0.0,1.0,141.60262,-3.516881e-05
486.88632,0.0,1.0,61.552715,0.015178491
470.5921,0.0,1.0,64.25334,0.014036297
161.2186,2.0,0.8409159,142.65121,-2.0679545e-05
240.78738,2.0,0.5407921,58.100815,0.013614437
140.44304,2.0,0.9753046,141.5071,-2.1129663e-05
362.80322,0.0,1.0,131.13689,0.0007259333
491.2987,2.0,0.30128577,57.489883,0.017030997
366.46268,0.0,1.0,129.48058,0.0008891527
188.54446,2.0,0.9131149,141.01483,-2.1203425e-05
436.12213,1.0,1.0,140.18542,2.539936e-05
304.42963,1.0,1.0,141.65079,-3.423543e-05
259.30554,0.0,1.0,141.65141,-6.9845955e-05
342.46613,1.0,1.0,140.02594,-7.037711e-05
138.35986,1.0,1.0,143.01108,-3.3913424e-05
104.32938,0.0,1.0,143.34518,-3.4462235e-05
80.444466,0.0,1.0,142.87885,-3.4854675e-05
119.218025,2.0,0.8412136,142.99088,-2.0624027e-05
315.81366,2.0,0.5839851,59.35245,0.013260612
321.12427,2.0,0.9302398,140.54689,-2.127402e-05
496.86505,0.0,1.0,60.454445,0.015671402
378.3004,2.0,0.14779994,57.54463,0.017014792
469.55756,2.0,0.39456105,57.55582,0.017011484
258.61658,2.0,0.80859655,142.08534,-5.5893543e-05
244.63089,1.0,1.0,141.92789,-3.417225e-05
264.6001,2.0,0.9002178,142.15514,-2.0751711e-05
179.04831,2.0,0.8575573,141.00334,-2.120136e-05
157.40605,2.0,0.9353397,141.21466,-2.117317e-05
266.8526,0.0,1.0,140.13518,-7.04978e-05
332.1183,0.0,1.0,139.8522,6.2771614e-05
415.5146,1.0,1.0,139.45677,-3.784304e-05
318.68036,0.0,1.0,139.31569,-1.6422624e-05
157.6799,0.0,1.0,140.96082,-3.5328936e-05
413.0637,1.0,1.0,139.51057,-4.200484e-05
395.89954,0.0,1.0,110.05726,0.0033258938
68.85738,1.0,1.0,145.52795,-3.33269e-05
294.33313,2.0,0.7242462,140.46744,-5.6022334e-05
227.13794,0.0,1.0,140.34984,-3.5479345e-05
300.75372,2.0,0.82122827,142.03276,-2.0767362e-05
467.72855,2.0,0.90746355,140.29694,-2.131167e-05
79.662674,1.0,1.0,143.54492,-3.406596e-05
173.68143,1.0,1.0,142.50398,-3.4034107e-05
196.86763,0.0,1.0,142.01607,-3.4784764e-05
59.43453,1.0,1.0,145.10431,-3.3699867e-05
481.80887,0.0,1.0,62.254173,0.014872486
393.78394,1.0,1.0,141.2844,-6.047899e-05
366.03607,1.0,1.0,139.94269,-6.916622e-05
451.05566,2.0,0.8889812,140.30013,-2.1310676e-05
395.9316,0.0,1.0,108.52494,0.003389579
177.0824,0.0,1.0,140.74193,-3.538388e-05
76.164345,2.0,0.9768599,144.02359,-2.0482737e-05
223.35703,1.0,1.0,140.59724,-3.4780165e-05
206.62985,1.0,1.0,140.72952,-3.4747474e-05
372.7667,1.0,1.0,141.41502,-6.728248e-05
367.68237,0.0,1.0,130.3802,0.0009347055
385.2104,1.0,1.0,139.8467,-6.5239554e-05
64.65655,2.0,0.33854595,60.54706,0.016171059
294.75732,0.0,1.0,139.92754,-6.231011e-05
471.8036,0.0,1.0,65.51482,0.013756632
461.91852,1.0,1.0,136.0808,0.00025084452
150.07573,1.0,1.0,141.3952,-3.4583885e-05
461.49905,2.0,0.58666915,59.175983,0.013300156
86.907135,1.0,1.0,143.16298,-3.4156845e-05
99.088,0.0,1.0,143.49474,-3.4426317e-05
385.06097,0.0,1.0,119.15378,0.0021542925
132.109,1.0,1.0,141.72597,-3.4503173e-05
256.27478,1.0,1.0,141.86382,-3.4187684e-05
239.97202,2.0,0.6393957,141.64743,-2.7720716e-05
485.54095,0.0,1.0,63.241367,0.014680924
131.31656,0.0,1.0,141.36188,-3.5228702e-05
418.7041,2.0,0.31253344,59.069744,0.01650845
366.5858,1.0,1.0,139.94049,-6.91075e-05
348.55176,0.0,1.0,137.22832,0.00029067055
104.82658,1.0,1.0,143.80873,-3.372532e-05
264.82837,0.0,1.0,140.14575,-7.062491e-05
319.4043,1.0,1.0,141.59734,-6.953022e-05
131.74739,0.0,1.0,141.35403,-3.5230656e-05
477.7474,2.0,0.49108413,59.093365,0.01650185
197.9635,1.0,1.0,140.80687,-3.472839e-05
189.91702,1.0,1.0,142.33418,-3.4074706e-05
166.18028,1.0,1.0,141.1595,-3.4641635e-05
