feed_rate,grinder_type,duty_cycle,unit_cost,protein_damage,score
81.187164,0.0,1.0,61.9176,0.0,0.016150497
257.56372,1.0,1.0,79.87361,0.12,0.012519779
336.93387,2.0,0.13086434,80.02287,0.0,0.012496428
490.41757,1.0,1.0,79.13573,0.12,0.012636517
307.93878,2.0,0.26925996,73.12042,0.0,0.01367607
374.00977,2.0,0.38967878,72.62108,0.0,0.013770106
384.06622,0.0,1.0,59.020344,0.0,0.01694331
137.6979,0.0,1.0,60.40986,0.0,0.01655359
376.7124,0.0,1.0,57.287163,0.0,0.017455917
223.71925,0.0,1.0,57.86301,0.0,0.017282197
184.42418,1.0,1.0,80.48993,0.12,0.012423915
330.99698,2.0,0.3041899,66.95867,0.0,0.0149345845
234.18335,0.0,1.0,59.517395,0.0,0.016801812
192.5811,1.0,1.0,78.39978,0.12,0.012755137
395.2406,1.0,1.0,77.2768,0.12,0.012940494
368.35675,0.0,1.0,59.053467,0.0,0.016933806
115.852425,1.0,1.0,79.8503,0.12,0.012523433
274.21008,1.0,1.0,79.77927,0.12,0.012534585
97.058426,2.0,0.08562523,73.006325,0.0,0.0136974435
368.88782,0.0,1.0,59.052303,0.0,0.016934142
269.57977,1.0,1.0,77.77424,0.12,0.012857729
456.14432,0.0,1.0,57.14053,0.0,0.017500713
194.12695,1.0,1.0,78.382355,0.12,0.012757974
496.65393,2.0,0.35269713,69.558304,0.0,0.014376428
378.60532,1.0,1.0,77.32369,0.12,0.012932647
445.77933,0.0,1.0,58.912834,0.0,0.01697423
427.51944,0.0,1.0,57.187084,0.0,0.017486466
238.1895,1.0,1.0,80.00003,0.12,0.0124999955
184.28073,0.0,1.0,59.862293,0.0,0.016705006
81.698685,0.0,1.0,61.894596,0.0,0.016156498
434.57077,0.0,1.0,57.175045,0.0,0.017490149
441.58115,0.0,1.0,58.919197,0.0,0.016972397
419.4817,0.0,1.0,57.2013,0.0,0.01748212
92.44642,0.0,1.0,61.470158,0.0,0.016268058
415.94116,2.0,0.11921376,73.33098,0.0,0.013636802
321.06216,1.0,1.0,77.52335,0.12,0.012899338
261.64673,0.0,1.0,59.383713,0.0,0.016839635
250.77638,2.0,0.42269593,67.36407,0.0,0.014844709
411.49277,0.0,1.0,57.21598,0.0,0.017477635
260.53986,2.0,0.46033838,78.804924,0.0,0.012689562
93.892105,1.0,1.0,80.70181,0.12,0.012391295
78.15799,2.0,0.07875347,71.40709,0.0,0.014004213
173.92133,2.0,0.29540497,76.243385,0.0,0.013115892
344.02478,1.0,1.0,79.483055,0.12,0.012581298
177.86996,2.0,0.17072512,73.32402,0.0,0.013638096
354.97903,2.0,0.34894145,69.27669,0.0,0.014434869
488.3023,1.0,1.0,77.07342,0.12,0.012974642
404.97906,1.0,1.0,77.25113,0.12,0.012944794
210.26201,0.0,1.0,57.953766,0.0,0.017255135
71.22316,1.0,1.0,82.13158,0.12,0.012175585
114.01273,1.0,1.0,79.90905,0.12,0.012514227
78.0224,2.0,0.20758323,80.12006,0.0,0.0124812685
475.17276,0.0,1.0,57.11267,0.0,0.01750925
343.61398,2.0,0.34892341,73.45046,0.0,0.013614618
410.3543,0.0,1.0,58.970592,0.0,0.016957605
100.82843,2.0,0.3974113,83.77787,0.0,0.0119363265
391.27612,0.0,1.0,59.00604,0.0,0.016947418
326.52954,0.0,1.0,57.41657,0.0,0.017416576
353.40118,0.0,1.0,59.08773,0.0,0.016923988
484.19995,0.0,1.0,58.85974,0.0,0.016989542
416.69598,2.0,0.32189682,74.50009,0.0,0.013422802
233.48592,2.0,0.32434848,72.84329,0.0,0.0137281
350.3031,2.0,0.37678805,74.21762,0.0,0.01347389
296.4489,0.0,1.0,57.515144,0.0,0.017386725
479.2485,1.0,1.0,79.154755,0.12,0.012633479
90.30496,1.0,1.0,80.88026,0.12,0.012363957
475.6347,1.0,1.0,79.1611,0.12,0.012632467
249.12091,0.0,1.0,57.71844,0.0,0.017325485
197.70836,0.0,1.0,59.752373,0.0,0.016735736
194.14351,2.0,0.09568232,63.402515,0.0,0.015772244
308.2409,1.0,1.0,77.578,0.12,0.012890252
448.28635,0.0,1.0,57.152714,0.0,0.017496983
120.01603,2.0,0.37883818,69.898445,0.0,0.01430647
146.96045,2.0,0.4435624,70.79162,0.0,0.014125966
296.01028,1.0,1.0,79.67177,0.12,0.012551498
164.01877,0.0,1.0,58.379128,0.0,0.01712941
405.647,0.0,1.0,57.2271,0.0,0.01747424
470.46454,0.0,1.0,57.119354,0.0,0.017507201
409.01965,2.0,0.072698936,67.37678,0.0,0.0148419095
420.92047,0.0,1.0,58.952347,0.0,0.016962852
381.34283,2.0,0.48744586,73.379486,0.0,0.013627787
133.29279,0.0,1.0,60.481438,0.0,0.016533999
50.88614,1.0,1.0,84.49832,0.12,0.011834554
198.00021,0.0,1.0,58.047195,0.0,0.017227361
124.12277,2.0,0.34249252,72.84659,0.0,0.013727479
321.12082,1.0,1.0,77.5231,0.12,0.01289938
283.20575,0.0,1.0,57.565178,0.0,0.017371612
467.72403,1.0,1.0,77.11143,0.12,0.012968247
398.30853,0.0,1.0,58.99258,0.0,0.016951285
331.41382,0.0,1.0,59.14373,0.0,0.016907962
128.66673,1.0,1.0,81.430466,0.12,0.012280417
222.95624,1.0,1.0,78.10141,0.12,0.012803866
329.61725,1.0,1.0,79.5339,0.12,0.012573256
125.59024,1.0,1.0,79.56803,0.12,0.012567862
170.10358,0.0,1.0,59.9972,0.0,0.016667444
320.44156,0.0,1.0,59.17454,0.0,0.01689916
352.39267,2.0,0.40364963,70.05388,0.0,0.014274727
223.77861,2.0,0.23148383,76.28874,0.0,0.013108094
486.8718,0.0,1.0,57.096638,0.0,0.017514167
67.59712,0.0,1.0,61.137856,0.0,0.016356478
151.95724,2.0,0.13941807,79.993256,0.0,0.012501054
134.46162,0.0,1.0,58.80425,0.0,0.017005574
328.72156,2.0,0.42528436,68.2591,0.0,0.014650061
141.36478,0.0,1.0,60.353664,0.0,0.016569003
415.47827,2.0,0.31402203,66.98059,0.0,0.014929698
327.42725,0.0,1.0,59.154686,0.0,0.016904831
151.6817,2.0,0.3786646,67.78001,0.0,0.014753613
453.34244,1.0,1.0,79.20248,0.12,0.0126258675
473.03073,2.0,0.332243,72.64547,0.0,0.013765483
249.31244,2.0,0.31547117,69.17229,0.0,0.014456657
263.74603,0.0,1.0,59.374638,0.0,0.016842209
367.04535,1.0,1.0,77.35877,0.12,0.0129267825
200.11366,0.0,1.0,58.030273,0.0,0.017232385
318.053,2.0,0.2858539,70.166885,0.0,0.014251737
131.49283,0.0,1.0,60.512077,0.0,0.016525626
463.79175,2.0,0.37362385,81.34014,0.0,0.012294053
300.06976,2.0,0.18248217,71.52706,0.0,0.013980723
143.15,1.0,1.0,81.11572,0.12,0.012328067
147.511,1.0,1.0,79.06895,0.12,0.01264719
146.54338,0.0,1.0,58.60975,0.0,0.017062007
95.19843,1.0,1.0,80.64017,0.12,0.012400768
216.45403,0.0,1.0,57.910606,0.0,0.017267993
81.49622,1.0,1.0,83.231064,0.12,0.012014745
270.18277,0.0,1.0,59.3477,0.0,0.016849853
130.95813,1.0,1.0,81.37603,0.12,0.012288631
223.91615,0.0,1.0,59.5758,0.0,0.016785339
383.10504,1.0,1.0,77.3106,0.12,0.012934837
78.138756,0.0,1.0,62.060925,0.0,0.016113197
469.932,1.0,1.0,77.107185,0.12,0.012968959
464.4077,0.0,1.0,58.885994,0.0,0.016981967
75.417534,2.0,0.38809234,76.12656,0.0,0.01313602
153.72528,2.0,0.1258046,71.70711,0.0,0.01394562
465.1411,0.0,1.0,57.127075,0.0,0.017504836
398.40466,0.0,1.0,58.992397,0.0,0.016951336
103.25334,2.0,0.2093724,70.366714,0.0,0.014211264
145.10013,2.0,0.19642359,70.37997,0.0,0.014208589
486.7782,0.0,1.0,58.856483,0.0,0.016990483
404.44586,1.0,1.0,77.2525,0.12,0.012944564
72.91686,0.0,1.0,62.33429,0.0,0.016042534
388.75177,0.0,1.0,57.261078,0.0,0.01746387
396.32172,1.0,1.0,79.32953,0.12,0.012605648
114.58473,2.0,0.075395815,74.08839,0.0,0.013497393
201.9273,2.0,0.33216113,69.598175,0.0,0.014368193
88.06547,1.0,1.0,82.8647,0.12,0.012067865
394.64056,2.0,0.06657448,71.37041,0.0,0.01401141
90.21547,2.0,0.13953659,73.16963,0.0,0.013666872
280.53763,2.0,0.39910316,73.40964,0.0,0.01362219
423.91803,2.0,0.084418185,68.13109,0.0,0.014677587
56.60435,1.0,1.0,83.66099,0.12,0.011953003
296.9303,1.0,1.0,77.63012,0.12,0.012881598
121.95079,2.0,0.18222679,73.460846,0.0,0.013612694
376.7133,2.0,0.0800101,67.08282,0.0,0.0149069475
412.77,1.0,1.0,79.289276,0.12,0.012612047
197.50606,0.0,1.0,59.753925,0.0,0.016735302
362.36334,2.0,0.30824316,70.61433,0.0,0.014161432
323.0347,0.0,1.0,59.167076,0.0,0.016901292
302.25708,0.0,1.0,57.494587,0.0,0.01739294
493.03067,1.0,1.0,79.13141,0.12,0.012637207
230.40288,1.0,1.0,80.05681,0.12,0.01249113
204.29059,0.0,1.0,57.997864,0.0,0.017242014
151.83647,2.0,0.088882186,74.04859,0.0,0.013504646
153.33098,0.0,1.0,60.189003,0.0,0.016614331
321.56186,0.0,1.0,59.17131,0.0,0.016900083
390.89124,2.0,0.24465331,64.00393,0.0,0.015624041
293.37653,1.0,1.0,79.68391,0.12,0.012549586
319.68445,0.0,1.0,59.176746,0.0,0.01689853
55.06152,1.0,1.0,83.86978,0.12,0.011923246
378.8352,2.0,0.14673544,69.75143,0.0,0.014336625
443.00763,0.0,1.0,58.917023,0.0,0.016973024
82.34207,0.0,1.0,60.29753,0.0,0.016584428
69.6827,2.0,0.31632307,72.50515,0.0,0.013792124
473.58374,1.0,1.0,79.16474,0.12,0.012631886
122.44683,0.0,1.0,60.679653,0.0,0.01647999
257.0559,1.0,1.0,77.850464,0.12,0.012845139
104.385635,2.0,0.38386545,79.21681,0.0,0.012623583
134.63069,2.0,0.29656395,72.236015,0.0,0.01384351
243.64368,2.0,0.26531312,72.14893,0.0,0.013860218
61.360306,1.0,1.0,84.84283,0.12,0.011786501
362.67203,1.0,1.0,77.37263,0.12,0.012924467
292.83917,1.0,1.0,77.64996,0.12,0.012878306
63.835842,1.0,1.0,84.58985,0.12,0.01182175
293.9904,0.0,1.0,57.52409,0.0,0.01738402
380.2339,1.0,1.0,79.372246,0.12,0.012598862
174.6289,0.0,1.0,58.261604,0.0,0.017163962
59.938187,0.0,1.0,63.220043,0.0,0.015817769
50.188854,0.0,1.0,62.765553,0.0,0.015932307
230.51277,2.0,0.12490523,68.78394,0.0,0.014538278
331.04587,2.0,0.17142193,64.97037,0.0,0.015391633
163.15451,2.0,0.22867087,77.85189,0.0,0.012844903
203.96713,0.0,1.0,59.70608,0.0,0.016748713
332.94675,0.0,1.0,59.139584,0.0,0.016909149
209.26422,1.0,1.0,80.2323,0.12,0.012463808
229.22588,1.0,1.0,80.06573,0.12,0.012489738
380.41214,1.0,1.0,77.31839,0.12,0.012933534
478.77783,1.0,1.0,77.09061,0.12,0.0129717495
245.19191,2.0,0.269974,69.239975,0.0,0.014442524
116.59009,0.0,1.0,60.802017,0.0,0.016446823
489.932,0.0,1.0,58.85254,0.0,0.01699162
362.6983,1.0,1.0,77.372536,0.12,0.012924482
300.34863,0.0,1.0,59.23682,0.0,0.016881391
311.34824,0.0,1.0,57.463943,0.0,0.017402217
432.5191,1.0,1.0,79.24499,0.12,0.012619095
262.2794,2.0,0.2677665,72.78851,0.0,0.013738432
258.8828,0.0,1.0,59.39588,0.0,0.016836183
209.37978,2.0,0.27875468,70.86903,0.0,0.014110535
253.30836,1.0,1.0,79.89973,0.12,0.012515688
282.04892,2.0,0.077263154,68.067055,0.0,0.014691396
378.58374,1.0,1.0,79.37682,0.12,0.0125981355
478.18518,2.0,0.16740839,78.07805,0.0,0.012807697
422.77628,0.0,1.0,58.949238,0.0,0.016963746
363.06177,2.0,0.10979836,76.10978,0.0,0.013138916
405.39282,1.0,1.0,79.306915,0.12,0.012609241
187.64207,1.0,1.0,78.45744,0.12,0.012745764
440.71808,0.0,1.0,58.92052,0.0,0.016972017
375.98486,0.0,1.0,59.037037,0.0,0.01693852
248.80444,2.0,0.25785342,65.63987,0.0,0.015234643
165.68839,0.0,1.0,58.359634,0.0,0.017135132
99.0049,1.0,1.0,82.36248,0.12,0.01214145
225.20424,2.0,0.10903779,74.212036,0.0,0.013474904
306.49994,1.0,1.0,77.58577,0.12,0.0128889615
300.06342,1.0,1.0,77.61529,0.12,0.012884059
254.84822,1.0,1.0,79.890175,0.12,0.012517184
180.6409,0.0,1.0,59.894917,0.0,0.016695907
342.97754,1.0,1.0,79.486595,0.12,0.0125807375
270.78046,0.0,1.0,59.345257,0.0,0.016850546
273.57294,2.0,0.17001913,69.26937,0.0,0.014436394
254.50156,0.0,1.0,59.415714,0.0,0.016830564
75.64702,0.0,1.0,60.638474,0.0,0.01649118
390.7307,0.0,1.0,59.0071,0.0,0.016947113
230.68759,2.0,0.2611071,72.330315,0.0,0.013825462
377.6647,1.0,1.0,77.326454,0.12,0.012932184
289.85767,1.0,1.0,77.66478,0.12,0.01287585
487.42886,2.0,0.09913893,72.50668,0.0,0.013791832
385.88776,0.0,1.0,59.016678,0.0,0.016944364
88.226135,1.0,1.0,82.856415,0.12,0.012069072
140.08267,0.0,1.0,60.37297,0.0,0.016563704
233.23807,1.0,1.0,80.0357,0.12,0.012494425
456.59592,1.0,1.0,79.1962,0.12,0.012626869
483.7851,0.0,1.0,57.100784,0.0,0.017512893
403.7949,2.0,0.34644985,75.78151,0.0,0.013195831
485.36737,2.0,0.12694262,74.08187,0.0,0.013498579
152.75548,2.0,0.48593497,72.78694,0.0,0.013738727
254.67076,1.0,1.0,79.891266,0.12,0.012517014
405.6961,0.0,1.0,57.226997,0.0,0.01747427
91.270935,0.0,1.0,59.920643,0.0,0.01668874
75.03029,2.0,0.17771824,74.67873,0.0,0.013390694
410.1409,2.0,0.41374895,75.25501,0.0,0.0132881515
493.04507,0.0,1.0,58.848686,0.0,0.016992733
62.604156,0.0,1.0,61.51212,0.0,0.016256958
279.4132,1.0,1.0,77.71917,0.12,0.012866839
312.2249,0.0,1.0,57.461082,0.0,0.017403083
317.25317,1.0,1.0,79.581215,0.12,0.0125657795
239.05254,2.0,0.07881464,74.80527,0.0,0.013368042
88.32532,1.0,1.0,80.98493,0.12,0.012347976
337.1551,1.0,1.0,77.46065,0.12,0.012909781
188.06288,2.0,0.31742463,67.336235,0.0,0.014850846
301.21112,1.0,1.0,79.64843,0.12,0.012555175
337.7622,0.0,1.0,57.38426,0.0,0.01742638
203.67123,1.0,1.0,80.284836,0.12,0.0124556525
419.91666,2.0,0.3535145,66.94139,0.0,0.014938441
227.67853,2.0,0.18149069,73.470375,0.0,0.013610927
355.7185,1.0,1.0,77.39536,0.12,0.01292067
322.76834,0.0,1.0,59.167835,0.0,0.016901076
352.4094,1.0,1.0,77.406494,0.12,0.012918812
293.5528,1.0,1.0,79.68308,0.12,0.012549715
262.54132,1.0,1.0,79.84414,0.12,0.012524401
221.97292,2.0,0.111549854,69.89795,0.0,0.014306572
379.3485,0.0,1.0,57.281303,0.0,0.017457703
499.58813,1.0,1.0,79.12075,0.12,0.01263891
439.5051,0.0,1.0,58.922386,0.0,0.016971478
386.63165,1.0,1.0,79.35483,0.12,0.012601628
131.89261,1.0,1.0,81.35437,0.12,0.012291903
114.487366,1.0,1.0,81.81574,0.12,0.012222587
350.2546,2.0,0.43510473,71.21119,0.0,0.014042736
291.93237,2.0,0.11554198,75.237076,0.0,0.01329132
249.0192,1.0,1.0,77.90341,0.12,0.012836408
474.3703,2.0,0.22173284,73.31269,0.0,0.0136402035
339.0964,2.0,0.2525309,75.45031,0.0,0.013253756
286.22293,0.0,1.0,59.285824,0.0,0.016867438
437.0079,2.0,0.30359477,73.34675,0.0,0.01363387
298.0224,0.0,1.0,59.244568,0.0,0.016879184
216.1892,2.0,0.31990135,65.420815,0.0,0.015285656
437.0266,1.0,1.0,77.17476,0.12,0.012957604
364.01273,2.0,0.25774404,65.9317,0.0,0.015167211
427.01688,0.0,1.0,58.942226,0.0,0.016965766
380.4397,1.0,1.0,79.37168,0.12,0.012598951
278.2747,2.0,0.3431985,75.65275,0.0,0.01321829
153.06676,1.0,1.0,78.96517,0.12,0.012663811
51.858692,0.0,1.0,63.99533,0.0,0.01562614
111.60303,1.0,1.0,79.98893,0.12,0.012501731
448.857,0.0,1.0,58.90825,0.0,0.016975552
150.79599,0.0,1.0,60.221714,0.0,0.016605306
415.57294,2.0,0.054279532,72.80486,0.0,0.013735346
167.61853,0.0,1.0,58.337585,0.0,0.017141609
112.434006,1.0,1.0,79.96098,0.12,0.0125060985
159.96411,0.0,1.0,58.428146,0.0,0.01711504
106.358734,0.0,1.0,61.048115,0.0,0.016380522
434.16373,1.0,1.0,79.241486,0.12,0.012619653
314.6799,2.0,0.2538449,74.30179,0.0,0.013458625
80.42772,1.0,1.0,83.29631,0.12,0.012005333
377.04715,2.0,0.42755345,64.64354,0.0,0.01546945
79.687164,2.0,0.30961913,70.657265,0.0,0.014152827
51.233345,2.0,0.14243472,72.45605,0.0,0.01380147
250.29459,0.0,1.0,59.43541,0.0,0.016824987
299.45987,0.0,1.0,57.504387,0.0,0.017389977
110.25801,0.0,1.0,59.322132,0.0,0.016857114
220.76172,0.0,1.0,59.594837,0.0,0.016779978
486.2812,1.0,1.0,79.14268,0.12,0.012635408
194.2822,0.0,1.0,58.077847,0.0,0.01721827
215.10738,1.0,1.0,80.18034,0.12,0.0124718845
479.39053,2.0,0.3630784,67.80992,0.0,0.014747105
414.94803,2.0,0.25450432,74.177986,0.0,0.013481089
393.3263,2.0,0.055518337,74.391685,0.0,0.013442363
164.86325,0.0,1.0,60.05293,0.0,0.016651977
68.38556,0.0,1.0,61.08374,0.0,0.016370969
422.47668,0.0,1.0,58.94974,0.0,0.016963603
269.80243,1.0,1.0,79.80312,0.12,0.012530838
246.83316,2.0,0.40975857,66.885765,0.0,0.014950864
87.95441,1.0,1.0,81.005066,0.12,0.012344906
243.46979,2.0,0.41857764,70.452614,0.0,0.014193937
248.47168,2.0,0.1661056,68.01364,0.0,0.014702933
363.46854,1.0,1.0,77.37008,0.12,0.012924893
451.1745,0.0,1.0,57.148182,0.0,0.017498368
154.47327,1.0,1.0,80.91075,0.12,0.012359297
304.46832,2.0,0.31353262,67.70164,0.0,0.014770691
419.77747,2.0,0.41703635,72.18622,0.0,0.01385306
73.506714,0.0,1.0,62.301464,0.0,0.016050987
107.130775,0.0,1.0,59.406116,0.0,0.016833283
363.55884,1.0,1.0,79.42053,0.12,0.012591202
307.16302,1.0,1.0,79.62268,0.12,0.012559236
210.97235,1.0,1.0,80.21683,0.12,0.012466213
209.63173,1.0,1.0,80.22895,0.12,0.012464329
490.00726,1.0,1.0,77.07041,0.12,0.012975148
220.54948,2.0,0.4018493,69.93216,0.0,0.014299573
270.40686,2.0,0.4752369,74.56828,0.0,0.013410527
